player,team,pass_att,pass_cmp,pass_yds,pass_td,pass_int,rush_att,rush_yds,rush_td,fumbles_lost,fp_projection
Mac Jones,NE,507.2,317.7,3463.7,22.0,16.5,17.0,68.0,1.0,4.1,244.8
Teddy Bridgewater,DEN,372.0,246.0,2756.0,16.0,18.0,28.0,144.0,2.0,2.6,203.5
Justin Fields,CHI,460.0,271.0,311.8,1.0,17.0,75.0,8.2,0.4,4.0,17.4
Trey Lance,SF,280.0,179.0,599.0,1.7,17.0,64.0,114.5,0.7,3.1,42.2
Tyrod Taylor,HOU,368.0,217.0,1872.1,10.0,12.3,24.0,51.0,0.0,2.4,135.0
Jimmy Garoppolo,SF,16.7,11.4,140.8,0.9,14.3,0.8,2.9,0.0,1.3,8.7
Deshaun Watson,HOU,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,1.0,0.0
Davis Mills,HOU,194.8,120.7,1394.7,6.7,5.3,13.1,56.1,0.6,1.4,78.5
Andy Dalton,CHI,16.9,10.9,109.4,0.5,14.9,0.6,2.4,0.0,1.2,6.1
Taysom Hill,NO,0.0,0.0,0.0,0.0,7.5,16.0,9.6,0.4,4.0,26.2
Drew Lock,DEN,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,1.2,0.0
Bryce Perkins,LAR,0.0,0.0,345.0,1.1,1.7,0.0,22.4,0.5,0.2,20.8
Taylor Heinicke,WAS,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.5,0.0
Jacob Eason,IND,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.4,0.0
Kellen Mond,MIN,16.0,11.0,133.0,1.0,1.6,1.0,5.0,0.0,0.4,9.8
Mike White,NYJ,47.0,28.6,326.1,1.7,1.3,1.9,8.2,0.1,0.3,17.9
Mason Rudolph,PIT,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.4,0.0
Tyler Huntley,BAL,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.3,0.0
Will Grier,DAL,32.6,20.6,222.7,1.5,0.9,1.1,4.7,0.1,0.2,13.7
Feleipe Franks,ATL,20.0,13.0,145.0,0.9,1.7,1.0,3.0,0.0,0.2,8.1
Phillip Walker,CAR,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.5,0.0
Gardner Minshew II,PHI,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.0,0.0
Jacoby Brissett,MIA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.0
Brian Hoyer,NE,29.5,18.8,208.2,1.2,0.7,1.0,2.8,0.1,0.2,12.0
Marcus Mariota,LV,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.0
Tim Boyle,DET,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Mitchell Trubisky,BUF,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.3,0.0
Blaine Gabbert,TB,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.4,0.0
C.J. Beathard,JAC,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,1.0,0.0
Kyle Trask,TB,20.0,13.0,150.0,1.0,0.0,1.0,3.0,0.0,0.0,10.3
Jordan Love,GB,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.2,0.0
Chad Henne,KC,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.3,0.0
John Wolford,LAR,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.0
Ian Book,NO,18.0,12.0,121.0,1.0,1.0,1.0,4.0,0.0,0.0,7.2
Geno Smith,SEA,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.3,0.0
Brandon Allen,CIN,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.0
David Blough,DET,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.0
Chase Daniel,LAC,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.0
Mike Glennon,NYG,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,1.0,0.0
Kyle Allen,WAS,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.1,0.0
Cooper Rush,DAL,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.2,0.0
Logan Woodside,TEN,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.0
Chris Streveler,ARI,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.2,0.0
Joe Flacco,PHI,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Josh Rosen,ATL,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Colt McCoy,ARI,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Dwayne Haskins,PIT,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Case Keenum,CLE,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Nick Mullens,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Foles,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Griffin,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Easton Stick,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Mannion,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jarrett Stidham,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben DiNucci,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathan Peterman,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joshua Dobbs,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
