player,team,pass_att,pass_cmp,pass_yds,pass_td,pass_int,rush_att,rush_yds,rush_td,fumbles_lost,fp_projection
Deshaun Watson,HOU,120.7,80.0,1262.6,7.8,3.6,14.3,114.7,0.7,0.8,92.1
Davis Mills,HOU,194.8,120.7,1394.7,6.7,5.3,13.1,56.1,0.6,1.4,83.8
Andy Dalton,CHI,68.7,43.3,1217.2,7.6,4.7,9.3,74.5,0.5,0.6,83.4
Taysom Hill,NO,62.7,42.3,733.3,3.3,2.4,56.5,246.8,3.0,2.1,78.8
Drew Lock,DEN,85.5,51.1,533.4,3.3,2.3,8.7,27.8,0.2,0.5,35.2
Bryce Perkins,LAR,0.0,0.0,345.0,1.1,1.7,0.0,22.4,0.5,0.2,21.3
Taylor Heinicke,WAS,44.7,28.6,313.5,1.7,1.5,6.5,26.7,0.1,0.2,20.5
Jacob Eason,IND,45.7,27.5,331.7,1.6,1.6,2.6,10.4,0.1,0.2,19.3
Kellen Mond,MIN,34.1,21.5,266.2,1.7,1.0,3.5,16.2,0.3,0.2,19.3
Mike White,NYJ,47.0,28.6,326.1,1.7,1.3,1.9,8.2,0.1,0.3,19.2
Mason Rudolph,PIT,35.5,22.0,242.5,1.4,0.9,2.8,9.4,0.1,0.2,15.5
Tyler Huntley,BAL,17.8,10.8,201.9,0.9,1.0,3.2,36.6,0.2,0.2,15.0
Will Grier,DAL,32.6,20.6,222.7,1.5,0.9,1.1,4.7,0.1,0.2,14.5
Feleipe Franks,ATL,25.2,15.6,224.9,1.0,1.2,1.1,9.4,0.2,0.1,13.7
Phillip Walker,CAR,35.7,22.8,266.1,0.9,1.2,2.5,4.6,0.1,0.2,13.5
Gardner Minshew II,PHI,22.7,14.7,204.8,1.2,0.8,4.2,16.1,0.1,0.5,13.4
Jacoby Brissett,MIA,28.4,17.8,202.9,1.0,0.5,3.6,11.6,0.1,0.2,13.0
Brian Hoyer,NE,29.5,18.8,208.2,1.2,0.7,1.0,2.8,0.1,0.2,12.7
Marcus Mariota,LV,21.1,13.1,151.6,0.8,0.7,4.5,24.0,0.1,0.1,11.1
Tim Boyle,DET,26.0,16.0,178.0,1.0,0.5,2.0,3.5,0.0,0.0,11.0
Mitchell Trubisky,BUF,18.3,12.0,162.0,0.9,0.8,3.6,12.4,0.1,0.1,10.8
Blaine Gabbert,TB,24.2,14.8,169.7,1.0,0.3,1.5,5.6,0.0,0.2,10.6
C.J. Beathard,JAC,18.7,11.3,185.8,0.9,0.5,1.6,5.1,0.1,0.4,10.3
Kyle Trask,TB,20.0,13.0,150.0,1.0,0.0,1.0,3.0,0.0,0.0,10.3
Jordan Love,GB,15.5,9.6,150.9,0.9,0.7,0.7,2.7,0.1,0.1,9.6
Chad Henne,KC,21.3,13.2,151.7,0.7,0.2,1.3,5.8,0.0,0.1,9.1
John Wolford,LAR,21.9,13.7,150.8,0.6,0.4,1.8,9.0,0.0,0.1,8.8
Ian Book,NO,18.0,12.0,121.0,1.0,1.0,1.0,4.0,0.0,0.0,8.2
Geno Smith,SEA,17.9,11.4,125.3,0.9,0.3,1.3,2.5,0.0,0.2,8.2
Brandon Allen,CIN,20.9,13.2,143.8,0.6,0.5,1.3,5.1,0.0,0.1,8.0
David Blough,DET,18.3,11.4,127.2,0.7,0.6,1.7,6.7,0.0,0.1,7.8
Chase Daniel,LAC,18.2,11.3,130.2,0.6,0.5,1.5,5.8,0.0,0.1,7.6
Mike Glennon,NYG,18.7,11.7,149.7,0.7,0.7,1.2,4.5,0.0,0.5,7.5
Kyle Allen,WAS,0.0,0.0,140.4,0.5,0.8,0.0,0.9,0.1,0.1,7.2
Cooper Rush,DAL,14.0,8.3,138.2,0.4,0.4,0.3,1.1,0.1,0.1,7.2
Logan Woodside,TEN,12.8,7.9,89.3,0.8,0.3,2.0,5.8,0.0,0.1,7.0
Chris Streveler,ARI,15.9,9.4,106.2,0.6,0.5,1.6,6.7,0.1,0.2,6.9
Joe Flacco,PHI,21.7,14.0,150.7,0.7,0.7,1.0,5.7,0.0,1.0,6.6
Josh Rosen,ATL,13.5,8.5,91.0,0.5,0.5,2.0,7.5,0.0,0.0,5.9
Colt McCoy,ARI,12.0,8.0,84.5,0.5,0.5,1.5,8.0,0.0,0.0,5.7
Dwayne Haskins,PIT,13.5,8.5,83.5,0.5,0.5,1.5,5.0,0.0,0.0,5.3
Case Keenum,CLE,13.3,8.3,94.3,0.6,0.4,0.9,3.7,0.0,0.6,4.9
Nick Mullens,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Foles,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Griffin,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Easton Stick,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Mannion,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jarrett Stidham,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben DiNucci,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathan Peterman,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joshua Dobbs,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
