player,team,pass_att,pass_cmp,pass_yds,pass_td,pass_int,rush_att,rush_yds,rush_td,fumbles_lost,fp_projection
Chase Daniel,CHI,10.6,7.0,76.9,0.5,1.0,0.3,1.0,0.0,0.1,4.5
Robert Griffin,BAL,17.0,11.0,131.0,0.8,1.4,2.6,0.3,0.0,0.4,11.5
Josh McCown,PHI,25.6,14.9,161.1,0.9,0.8,1.2,4.5,0.1,0.2,9.8
Mason Rudolph,PIT,11.7,6.9,80.5,0.5,2.3,0.4,1.2,0.0,0.1,4.6
Blake Bortles,LAR,10.1,6.1,69.5,0.5,1.2,0.8,1.6,0.0,0.1,4.7
Nate Sudfeld,PHI,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
Matt Barkley,BUF,18.0,11.4,148.6,0.8,2.0,0.0,2.0,0.0,0.2,8.5
Trevor Siemian,NYJ,10.3,6.4,72.5,0.5,1.3,0.4,1.1,0.0,0.1,4.4
Brett Hundley,ARI,20.0,12.0,145.0,0.0,1.1,0.0,0.0,0.0,0.2,7.3
Joshua Dobbs,PIT,23.0,12.8,141.8,0.8,0.7,2.2,11.8,0.1,0.0,0.0
Jarrett Stidham,NE,10.8,6.3,71.2,0.5,2.2,0.4,0.6,0.0,0.1,4.2
Brandon Allen,DEN,10.7,6.4,76.5,0.3,2.0,0.4,0.7,0.0,0.1,3.7
Teddy Bridgewater,NO,10.0,6.3,70.4,0.5,1.0,0.4,1.2,0.0,0.1,4.4
Tyrod Taylor,LAC,5.0,3.0,35.0,0.0,0.8,1.0,1.1,0.0,0.1,2.8
Matt Moore,KC,11.4,7.3,83.1,0.0,1.1,0.2,0.5,0.0,0.1,5.4
Tim Boyle,GB,10.9,6.2,71.7,0.0,1.9,0.4,0.8,0.0,0.1,4.5
Cooper Rush,DAL,10.4,6.5,74.1,0.0,1.0,0.0,0.0,0.0,0.1,4.4
Mike Glennon,OAK,11.1,7.0,79.6,0.0,0.9,0.0,0.0,0.0,0.1,4.3
Drew Stanton,CLE,6.0,4.0,45.0,0.0,1.6,0.0,0.0,0.0,0.1,2.3
Kyle Allen,CAR,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Brian Hoyer,IND,11.4,7.2,82.5,0.4,0.6,0.1,0.0,0.0,0.1,4.6
AJ McCarron,HOU,9.5,4.6,44.1,0.1,1.0,0.0,1.0,0.0,0.1,1.2
Sean Mannion,MIN,5.7,2.9,43.0,0.3,0.2,0.3,1.0,0.0,0.1,4.3
Matt Schaub,ATL,4.0,2.0,26.0,0.0,0.8,0.0,0.0,0.0,0.1,1.3
Geno Smith,SEA,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0
Josh Johnson,DET,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.1,0.0
Jeff Driskel,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Garrett Gilbert,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Webb,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Bray,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeShone Kizer,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chad Henne,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Lauletta,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathan Peterman,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Rudock,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Tanney,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brett Rypien,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Griffin,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex McGough,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Fitzgerald,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Logan Woodside,TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Easton Stick,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke Falk,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Webb,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clayton Thorson,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trace McSorley,BAL,0.0,0.0,0.0,0.0,0.0,5.4,27.2,0.2,0.0,3.8
Kyle Sloter,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danny Etling,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
