player,team,pass_att,pass_cmp,pass_yds,pass_td,pass_int,rush_att,rush_yds,rush_td,fumbles_lost,fp_projection
Case Keenum,CLE,28.7,18.4,202.7,1.2,0.8,1.0,3.0,0.0,0.2,11.1
Jordan Love,GB,21.9,13.1,152.3,1.1,0.4,3.1,14.0,0.0,0.1,11.0
Kyle Allen,WAS,19.3,12.1,208.3,1.0,1.1,1.3,3.8,0.1,0.1,10.8
Andy Dalton,DAL,16.4,10.3,190.3,0.9,0.7,1.4,6.9,0.0,0.1,10.7
Chase Daniel,DET,17.5,10.8,190.6,0.9,0.7,1.5,7.4,0.0,0.1,10.6
AJ McCarron,HOU,20.3,12.4,189.1,1.0,0.9,0.8,6.2,0.0,0.2,10.5
Will Grier,CAR,25.5,15.5,177.0,1.0,0.5,0.5,3.0,0.0,0.0,10.4
Logan Woodside,TEN,18.0,11.5,141.5,1.0,0.5,0.5,3.0,0.0,0.0,9.0
Colt McCoy,NYG,23.9,14.8,165.2,0.8,0.7,0.8,4.0,0.0,0.2,8.7
Matt Barkley,BUF,20.5,12.7,150.3,1.0,0.7,2.1,4.7,0.0,0.2,8.7
Robert Griffin,BAL,15.9,10.0,116.3,0.8,0.7,4.0,17.2,0.1,0.1,8.6
Ryan Finley,CIN,19.3,11.8,134.2,0.8,0.4,2.3,9.2,0.0,0.2,8.3
Matt Schaub,ATL,19.4,12.9,143.9,0.8,0.6,1.6,2.1,0.0,0.1,7.9
Brett Hundley,ARI,17.0,10.5,111.8,0.8,0.3,2.0,9.1,0.0,0.1,7.9
Sean Mannion,MIN,20.0,11.8,141.7,0.5,0.5,1.5,2.0,0.0,0.1,6.6
Chad Henne,KC,15.3,9.5,106.6,0.6,0.2,0.7,3.3,0.0,0.1,6.5
Trevor Siemian,TEN,13.3,8.1,87.5,0.7,0.2,0.8,3.4,0.0,0.1,6.3
Nick Mullens,SF,17.8,11.3,131.1,0.6,0.7,1.3,1.4,0.0,0.1,6.2
Joe Flacco,NYJ,13.0,8.2,89.7,0.7,0.5,1.1,3.9,0.0,0.1,5.5
David Blough,DET,11.5,7.0,79.5,0.5,0.5,2.0,8.5,0.0,0.0,5.0
Brian Hoyer,NE,10.0,6.0,64.5,0.5,0.0,3.0,2.0,0.0,0.0,4.8
Mike Glennon,JAC,11.5,7.0,77.5,0.5,0.0,1.5,1.5,0.0,1.0,3.3
Jacob Eason,IND,10.0,6.0,64.0,0.0,0.0,1.0,2.0,0.0,0.0,2.8
James Morgan,NYJ,7.0,4.1,44.6,0.2,0.2,0.3,1.2,0.0,0.1,2.4
Jake Fromm,BUF,4.0,2.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2
David Fales,NYJ,0.5,0.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Alex Tanney,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tommy Stevens,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Moore,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trace McSorley,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tim Boyle,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devlin Hodges,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nate Sudfeld,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C.J. Beathard,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Bray,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Garrett Gilbert,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cooper Rush,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Rosen,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Griffin,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chad Kelly,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paxton Lynch,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben DiNucci,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathan Peterman,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Easton Stick,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clayton Thorson,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike White,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Gordon,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex McGough,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Allen,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danny Etling,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nate Stanley,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Webb,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Luton,JAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brett Rypien,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
